1,500
2,500
3,500
4,500
5,500
6,219
7,500
8,500
9,500
10,500
11,500
12,500
13,500
14,500
15,500
16,500
17,500
18,500
19,500
20,492
21,500
22,500
23,500
24,500
25,341
26,500
27,500
28,500
29,500
30,500
31,216
32,500
33,500
34,500
35,484
36,241
37,500
38,500
39,500
40,500
41,477
42,437
43,500
44,500
45,313
46,500
47,500
48,500
49,145
50,500
51,500
52,500
53,500
54,500
55,455
56,500
57,500
58,500
59,500
60,500
61,500
62,500
63,500
64,500
65,500
66,326
67,500
68,500
69,500
70,500
71,356
72,500
73,263
74,500
75,500
76,425
77,500
78,500
79,212
80,500
81,500
82,279
83,500
84,500
85,500
86,454
87,440
88,500
89,500
90,498
91,500
92,500
93,500
94,500
95,500
96,500
97,396
98,500
99,500
100,500
